MMSI,Name,category,scene,timestamp_utc,sequence_index,observation_count,ais_lat,ais_lon,kalman_lat,kalman_lon,sog,cog,kalman_est_sog,kalman_est_cog,trajectory_point_source
525000777,KM.INTAN 61,Fishing,S1A_IW_GRDH_1SDV_20260216T203052_20260216T203117_063249_07F0FC_0C6E,2026-02-16T20:30:52.000Z,1,2,-2.8,107.5,-2.8,107.5,5.102183,11.296854,5.102183,11.296854,kalman_est_lat_lon_from_AIS_position_updates
525000777,KM.INTAN 61,Fishing,S1A_IW_GRDH_1SDV_20260302T110748_20260302T110816_063447_07F891_3B13,2026-03-02T11:07:48.000Z,2,2,-2.82,107.51999664,-2.81999497,107.51999693,1.898317,341.594837,2.872203,197.448204,kalman_est_lat_lon_from_AIS_position_updates
525001052,KMP MENUMBING RAYA,Passenger,S1A_IW_GRDH_1SDV_20260211T111609_20260211T111634_063170_07EE07_1F39,2026-02-11T11:16:09.000Z,1,1,-4.12660046,106.70162201,-4.12660046,106.70162201,6.067889,197.144493,6.067889,197.144493,kalman_est_lat_lon_from_AIS_position_updates
525001076,SABUK NUSANTARA 34,Passenger,S1A_IW_GRDH_1SDV_20260221T095218_20260221T095242_063315_07F387_A808,2026-02-21T09:52:18.000Z,1,1,-7.12814702,128.13079834,-7.12814702,128.13079834,2.342752,192.094245,2.342752,192.094245,kalman_est_lat_lon_from_AIS_position_updates
525001094,KMP.RANAKA,Passenger,S1A_IW_GRDH_1SDV_20260205T210911_20260205T210940_063089_07EB08_1295,2026-02-05T21:09:11.000Z,1,1,2.44989095,127.98316956,2.44989095,127.98316956,0.020594,270.000007,0.020594,270.000007,kalman_est_lat_lon_from_AIS_position_updates
525001108,KM.SABUK-NUSANTARA43,Passenger,S1A_IW_GRDH_1SDV_20260208T213721_20260208T213749_063133_07ECB4_F5D3,2026-02-08T21:37:21.000Z,1,1,-10.87882507,120.91587067,-10.87882507,120.91587067,7.303332,128.206654,7.303332,128.206654,kalman_est_lat_lon_from_AIS_position_updates
525001120,SABUK NUSANTARA 49,Passenger,S1A_IW_GRDH_1SDV_20260213T214502_20260213T214527_063206_07EF64_DB88,2026-02-13T21:45:02.000Z,1,1,-17.10929267,119.40490723,-17.10929267,119.40490723,0.000000,0.000000,0,0,kalman_est_lat_lon_from_AIS_position_updates
525001125,LEGUNDI,Passenger,S1A_IW_GRDH_1SDV_20260216T112315_20260216T112344_063243_07F0C2_ED7C,2026-02-16T11:23:15.000Z,1,1,-6.69597881,105.93875885,-6.69597881,105.93875885,3.583249,89.021385,3.583249,89.021385,kalman_est_lat_lon_from_AIS_position_updates
525001290,KM PESONA GAYATRI,Fishing,S1A_IW_GRDH_1SDV_20260206T110724_20260206T110749_063097_07EB59_ACEB,2026-02-06T11:07:24.000Z,1,2,-5.27,108.23000336,-5.27,108.23000336,3.389328,315.117945,3.389328,315.117945,kalman_est_lat_lon_from_AIS_position_updates
525001290,KM PESONA GAYATRI,Fishing,S1A_IW_GRDH_1SDV_20260206T110724_20260206T110749_063097_07EB59_ACEB,2026-02-06T11:07:24.000Z,2,2,-5.27,108.23000336,-5.27,108.23000336,3.389328,315.117945,3.389328,315.117945,kalman_est_lat_lon_from_AIS_position_updates
525001991,KM BISMALAM,Fishing,S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,2026-02-16T22:09:04.000Z,1,1,-6.11,112.79000092,-6.11,112.79000092,4.894361,30.838887,4.894361,30.838887,kalman_est_lat_lon_from_AIS_position_updates
525002103,KMP.PERDANA NST,Passenger,S1A_IW_GRDH_1SDV_20260308T101800_20260308T101825_063534_07FBDD_64BC,2026-03-08T10:18:00.000Z,1,1,-4.52,120.44999695,-4.52,120.44999695,4.829462,240.173974,4.829462,240.173974,kalman_est_lat_lon_from_AIS_position_updates
525003131,KMPFAIS,Passenger,S1A_IW_GRDH_1SDV_20260212T101800_20260212T101825_063184_07EE91_9756,2026-02-12T10:18:00.000Z,1,1,-18.11974997,121.5802002,-18.11974997,121.5802002,0.000000,0.000000,0,0,kalman_est_lat_lon_from_AIS_position_updates
525003146,TB.MAHKOTA II,Fishing,S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED,2026-02-18T21:51:07.000Z,1,1,-0.27,117.56999969,-0.27,117.56999969,0.000000,0.000000,0,0,kalman_est_lat_lon_from_AIS_position_updates
525003374,KM.MULYA SENTOSA,Cargo,S1A_IW_GRDH_1SDV_20260303T223329_20260303T223354_063469_07F964_12E5,2026-03-03T22:33:29.000Z,1,1,-5.64,106.98000336,-5.64,106.98000336,9.317744,14.862814,9.317744,14.862814,kalman_est_lat_lon_from_AIS_position_updates
525003411,KMP KARYA MARITIM II,Passenger,S1A_IW_GRDH_1SDV_20260208T104938_20260208T105007_063126_07EC76_4B54,2026-02-08T10:49:38.000Z,1,1,-7.28006013,114.40509796,-7.28006013,114.40509796,2.237302,239.213812,2.237302,239.213812,kalman_est_lat_lon_from_AIS_position_updates
525003465,ADINDA WINDU KARSA,Passenger,S1A_IW_GRDH_1SDV_20260204T112316_20260204T112345_063068_07EA39_8722,2026-02-04T11:23:16.000Z,1,1,-6.81462565,105.79936981,-6.81462565,105.79936981,0.020468,269.999980,0.020468,269.99998,kalman_est_lat_lon_from_AIS_position_updates
525003579,TB.DHANADA,Fishing,S1A_IW_GRDH_1SDV_20260302T215132_20260302T215157_063454_07F8CE_EB80,2026-03-02T21:51:32.000Z,1,1,-1.42,116.87999725,-1.42,116.87999725,0.600405,180.000000,0.600405,180,kalman_est_lat_lon_from_AIS_position_updates
525003667,MV.HIJAU SAMUDRA,Cargo,S1A_IW_GRDH_1SDV_20260204T202909_20260204T202938_063074_07EA72_F369,2026-02-04T20:29:09.000Z,1,1,-1.74,139.11999512,-1.74,139.11999512,9.680288,330.263862,9.680288,330.263862,kalman_est_lat_lon_from_AIS_position_updates
525005001,KM.CIREMAI,Passenger,S1A_IW_GRDH_1SDV_20260202T100136_20260202T100148_063038_07E928_4736,2026-02-02T10:01:36.000Z,1,3,-4.7731787,123.96560669,-4.7731787,123.96560669,13.369925,287.423839,13.369925,287.423839,kalman_est_lat_lon_from_AIS_position_updates
525005001,KM.CIREMAI,Passenger,S1A_IW_GRDH_1SDV_20260214T204549_20260214T204614_063220_07EFEA_1891,2026-02-14T20:45:49.000Z,2,3,-2.20187329,134.60277557,-2.20188126,134.60276393,20.629196,199.663365,12.371444,133.11431,kalman_est_lat_lon_from_AIS_position_updates
525005001,KM.CIREMAI,Passenger,S1A_IW_GRDH_1SDV_20260303T223214_20260303T223239_063469_07F964_7A45,2026-03-03T22:32:14.000Z,3,3,-4.54357028,112.41760254,-4.54357376,112.41760244,17.862998,243.188509,16.076549,283.718319,kalman_est_lat_lon_from_AIS_position_updates
525005002,BARAKUDA 02,Passenger,S1A_IW_GRDH_1SDV_20260218T215222_20260218T215247_063279_07F220_D835,2026-02-18T21:52:22.000Z,1,3,-6.6598335,115.99708557,-6.6598335,115.99708557,16.334351,285.170399,16.334351,285.170399,kalman_est_lat_lon_from_AIS_position_updates
525005002,BARAKUDA 02,Passenger,S1A_IW_GRDH_1SDV_20260302T215132_20260302T215157_063454_07F8CE_EB80,2026-03-02T21:51:32.000Z,2,3,-6.09959086,123.62640381,-6.09958873,123.62639376,0.028934,106.466448,12.910585,102.056412,kalman_est_lat_lon_from_AIS_position_updates
525005002,BARAKUDA 02,Passenger,S1A_IW_GRDH_1SDV_20260307T202245_20260307T202310_063526_07FB88_8E99,2026-03-07T20:22:45.000Z,3,3,-8.96918431,135.07965088,-8.96920764,135.07964156,14.430840,205.399713,4.159912,214.77262,kalman_est_lat_lon_from_AIS_position_updates
525005012,KM.TATAMAILAU,Passenger,S1A_IW_GRDH_1SDV_20260302T110658_20260302T110723_063447_07F891_0752,2026-03-02T11:06:58.000Z,1,2,-5.9404848,108.61118317,-5.9404848,108.61118317,0.020503,180.000000,0.020503,180,kalman_est_lat_lon_from_AIS_position_updates
525005012,KM.TATAMAILAU,Passenger,S1A_IW_GRDH_1SDV_20260304T105031_20260304T105057_063476_07F9B1_4C2C,2026-03-04T10:50:31.000Z,2,2,-6.65437737,113.88118744,-6.65437872,113.88120007,16.474709,97.370476,14.363194,97.554365,kalman_est_lat_lon_from_AIS_position_updates
525005013,KM SIRIMAU,Passenger,S1A_IW_GRDH_1SDV_20260205T211055_20260205T211120_063089_07EB08_0B7F,2026-02-05T21:10:55.000Z,1,1,-5.58250072,126.59202576,-5.58250072,126.59202576,,250.699997,,,kalman_est_lat_lon_from_AIS_position_updates
525005015,KM TIDAR,Passenger,S1A_IW_GRDH_1SDV_20260203T212835_20260203T212900_063060_07E9F3_927D,2026-02-03T21:28:35.000Z,1,1,-7.45881563,122.43164063,-7.45881563,122.43164063,14.199088,356.201373,14.199088,356.201373,kalman_est_lat_lon_from_AIS_position_updates
525005016,KM.TILONG KABILA,Passenger,S1A_IW_GRDH_1SDV_20260208T213631_20260208T213656_063133_07ECB4_8B78,2026-02-08T21:36:31.000Z,1,1,-8.29303461,119.58000183,-8.29303461,119.58000183,12.296746,189.163036,12.296746,189.163036,kalman_est_lat_lon_from_AIS_position_updates
525005017,BUKIT SIGUNTANG,Passenger,S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED,2026-02-18T21:51:07.000Z,1,1,-1.119161,118.24687958,-1.119161,118.24687958,12.882992,148.675860,12.882992,148.67586,kalman_est_lat_lon_from_AIS_position_updates
525005030,KM.LAMBELU,Passenger,S1A_IW_GRDH_1SDV_20260218T215132_20260218T215157_063279_07F220_27B7,2026-02-18T21:51:32.000Z,1,2,-2.45949517,117.45483398,-2.45949517,117.45483398,13.587250,232.014691,13.58725,232.014691,kalman_est_lat_lon_from_AIS_position_updates
525005030,KM.LAMBELU,Passenger,S1A_IW_GRDH_1SDV_20260314T215132_20260314T215157_063629_07FF74_1EEF,2026-03-14T21:51:32.000Z,2,2,-1.6,116.95999908,-1.6,116.95999908,18.061562,15.416922,14.40136,37.020915,kalman_est_lat_lon_from_AIS_position_updates
525005031,KM.SINABUNG,Passenger,S1A_IW_GRDH_1SDV_20260313T211004_20260313T211029_063614_07FEE6_5BFD,2026-03-13T21:10:04.000Z,1,1,-0.45627112,128.50330353,-0.45627112,128.50330353,13.048830,261.138505,13.04883,261.138505,kalman_est_lat_lon_from_AIS_position_updates
525005038,WILIS,Passenger,S1A_IW_GRDH_1SDV_20260303T100844_20260303T100912_063461_07F912_6A18,2026-03-03T10:08:44.000Z,1,1,-9.41722589,124.07478333,-9.41722589,124.07478333,1.851798,148.929663,1.851798,148.929663,kalman_est_lat_lon_from_AIS_position_updates
525005045,KM.EGON,Passenger,S1A_IW_GRDH_1SDV_20260213T214347_20260213T214412_063206_07EF64_F820,2026-02-13T21:43:47.000Z,1,1,-3.66213105,118.77662659,-3.66213105,118.77662659,11.794401,203.432388,11.794401,203.432388,kalman_est_lat_lon_from_AIS_position_updates
525005046,KM DOROLONDA,Passenger,S1A_IW_GRDH_1SDV_20260207T205328_20260207T205357_063118_07EC1F_ACF2,2026-02-07T20:53:28.000Z,1,2,-1.04330019,132.84118652,-1.04330019,132.84118652,21.718773,82.588364,21.718773,82.588364,kalman_est_lat_lon_from_AIS_position_updates
525005046,KM DOROLONDA,Passenger,S1A_IW_GRDH_1SDV_20260216T220904_20260216T220929_063250_07F107_A8AC,2026-02-16T22:09:04.000Z,2,2,-5.61803586,112.67818451,-5.61801686,112.67819561,25.647093,305.642606,28.769462,272.845766,kalman_est_lat_lon_from_AIS_position_updates
525005047,KM.NGGAPULU,Passenger,S1A_IW_GRDH_1SDV_20260212T101735_20260212T101800_063184_07EE91_C484,2026-02-12T10:17:35.000Z,1,2,-4.23582891,121.81812286,-4.23582891,121.81812286,13.362427,99.571907,13.362427,99.571907,kalman_est_lat_lon_from_AIS_position_updates
525005047,KM.NGGAPULU,Passenger,S1A_IW_GRDH_1SDV_20260215T212539_20260215T212604_063235_07F079_236F,2026-02-15T21:25:39.000Z,2,2,0.09063717,125.34679413,0.09062307,125.34682971,7.771604,72.718390,7.050967,335.51796,kalman_est_lat_lon_from_AIS_position_updates
525005052,KM LABOBAR,Passenger,S1A_IW_GRDH_1SDV_20260206T092856_20260206T092921_063096_07EB4D_B6F9,2026-02-06T09:28:56.000Z,1,2,-3.14462978,133.73588562,-3.14462978,133.73588562,13.257387,174.298874,13.257387,174.298874,kalman_est_lat_lon_from_AIS_position_updates
525005052,KM LABOBAR,Passenger,S1A_IW_GRDH_1SDV_20260207T205447_20260207T205512_063118_07EC1F_0464,2026-02-07T20:54:47.000Z,2,2,-5.22293031,130.32943726,-5.22301071,130.32938078,24.948986,249.310637,16.384421,274.060885,kalman_est_lat_lon_from_AIS_position_updates
525005054,KM. GUNUNG DEMPO,Passenger,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,2026-02-01T21:44:13.000Z,1,1,-4.47648739,118.40309143,-4.47648739,118.40309143,17.758240,282.078700,17.75824,282.0787,kalman_est_lat_lon_from_AIS_position_updates
525005141,KMP NUSA BHAKTI,Passenger,S1A_IW_GRDH_1SDV_20260215T104128_20260215T104157_063228_07F03A_350C,2026-02-15T10:41:28.000Z,1,1,-9.54827619,115.7440567,-9.54827619,115.7440567,11.243625,266.356267,11.243625,266.356267,kalman_est_lat_lon_from_AIS_position_updates
525005193,DHARMA KARTIKA III,Cargo,S1A_IW_GRDH_1SDV_20260208T213606_20260208T213631_063133_07ECB4_A064,2026-02-08T21:36:06.000Z,1,1,-5.72,120.45999908,-5.72,120.45999908,9.140788,258.627895,9.140788,258.627895,kalman_est_lat_lon_from_AIS_position_updates
525005223,DHARMA FERRY 8,Passenger,S1A_IW_GRDH_1SDV_20260203T104128_20260203T104157_063053_07E9B4_E4AE,2026-02-03T10:41:28.000Z,1,1,-9.53541042,115.93460083,-9.53541042,115.93460083,8.187318,67.839420,8.187318,67.83942,kalman_est_lat_lon_from_AIS_position_updates
525005246,KM.DANDELION,Cargo,S1A_IW_GRDH_1SDV_20260206T092856_20260206T092921_063096_07EB4D_B6F9,2026-02-06T09:28:56.000Z,1,1,-2.99,132.13999939,-2.99,132.13999939,2.998123,269.998696,2.998123,269.998696,kalman_est_lat_lon_from_AIS_position_updates
525005256,DHARMA RUCITRA 1,Passenger,S1A_IW_GRDH_1SDV_20260204T220905_20260204T220930_063075_07EA7C_1906,2026-02-04T22:09:05.000Z,1,2,-6.77,112.80000305,-6.77,112.80000305,9.972712,32.561086,9.972712,32.561086,kalman_est_lat_lon_from_AIS_position_updates
525005256,DHARMA RUCITRA 1,Passenger,S1A_IW_GRDH_1SDV_20260208T105032_20260208T105058_063126_07EC76_8C3E,2026-02-08T10:50:32.000Z,2,2,-6.20267738,113.00228119,-6.20262725,113.00227364,16.967568,330.238714,6.197831,268.545992,kalman_est_lat_lon_from_AIS_position_updates
525005293,TB PERSADA 3 JG,Fishing,S1A_IW_GRDH_1SDV_20260211T215948_20260211T220013_063177_07EE44_1A4A,2026-02-11T21:59:48.000Z,1,3,-3.19,116.30000305,-3.19,116.30000305,1.199206,90.000557,1.199206,90.000557,kalman_est_lat_lon_from_AIS_position_updates
525005293,TB PERSADA 3 JG,Fishing,S1A_IW_GRDH_1SDV_20260218T215157_20260218T215222_063279_07F220_ED26,2026-02-18T21:51:57.000Z,2,3,-3.19,116.33000183,-3.19,116.33000273,0.000000,0.000000,0.919242,270.000567,kalman_est_lat_lon_from_AIS_position_updates
525005293,TB PERSADA 3 JG,Fishing,S1A_IW_GRDH_1SDV_20260314T215157_20260314T215222_063629_07FF74_44F3,2026-03-14T21:51:57.000Z,3,3,-3.23,116.33000183,-3.23,116.33000183,0.000000,0.000000,0.753809,90.520316,kalman_est_lat_lon_from_AIS_position_updates
525005323,KMP.DHARMA KARTIKA,Passenger,S1A_IW_GRDH_1SDV_20260215T104157_20260215T104225_063228_07F03A_3689,2026-02-15T10:41:57.000Z,1,1,-7.83447276,114.28939819,-7.83447276,114.28939819,9.448363,321.662132,9.448363,321.662132,kalman_est_lat_lon_from_AIS_position_updates
525005360,DWI SUKSES SEJAHTERA,Fishing,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,2026-03-04T09:11:15.000Z,1,2,-7.20445055,139.17240143,-7.20445055,139.17240143,0.020451,180.000000,0.020451,180,kalman_est_lat_lon_from_AIS_position_updates
525005360,DWI SUKSES SEJAHTERA,Fishing,S1A_IW_GRDH_1SDV_20260307T202245_20260307T202310_063526_07FB88_8E99,2026-03-07T20:22:45.000Z,2,2,-8.21,139.16999817,-8.20999741,139.16999818,0.300203,180.000000,1.054058,180.124715,kalman_est_lat_lon_from_AIS_position_updates
525005371,PAHALA MELIMPAH 1,Fishing,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,2026-03-04T09:11:15.000Z,1,2,-7.13598234,139.19849396,-7.13598234,139.19849396,0.010227,180.000000,0.010227,180,kalman_est_lat_lon_from_AIS_position_updates
525005371,PAHALA MELIMPAH 1,Fishing,S1A_IW_GRDH_1SDV_20260314T201514_20260314T201539_063628_07FF6E_9EB9,2026-03-14T20:15:14.000Z,2,2,-10.47,139.63000488,-10.46999875,139.63000516,0.623419,71.285824,1.044216,161.383685,kalman_est_lat_lon_from_AIS_position_updates
525005447,TERUS JAYA 18,Fishing,S1A_IW_GRDH_1SDV_20260215T090235_20260215T090304_063227_07F032_087D,2026-02-15T09:02:35.000Z,1,3,-10.06,139.96000671,-10.06,139.96000671,0.000000,0.000000,0,0,kalman_est_lat_lon_from_AIS_position_updates
525005447,TERUS JAYA 18,Fishing,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,2026-03-04T09:11:15.000Z,2,3,-7.18776025,139.12605286,-7.1877603,139.12605282,0.78274,276.100000,0.837297,340.365724,kalman_est_lat_lon_from_AIS_position_updates
525005447,TERUS JAYA 18,Fishing,S1A_IW_GRDH_1SDV_20260314T201514_20260314T201539_063628_07FF6E_9EB9,2026-03-14T20:15:14.000Z,3,3,-10.43,139.58000183,-10.429999,139.58000147,0.611895,191.120019,1.569518,172.004527,kalman_est_lat_lon_from_AIS_position_updates
525005891,HASIL MELIMPAH I,Fishing,S1A_IW_GRDH_1SDV_20260314T201514_20260314T201539_063628_07FF6E_9EB9,2026-03-14T20:15:14.000Z,1,1,-10.58164682,139.63657379,-10.58164682,139.63657379,0.958052,0.000000,0.958052,0,kalman_est_lat_lon_from_AIS_position_updates
525006040,BAHTERA NUSANTARA  _,Fishing,S1A_IW_GRDH_1SDV_20260223T220012_20260223T220037_063352_07F4E9_1494,2026-02-23T22:00:12.000Z,1,1,-3.59,114.36000061,-3.59,114.36000061,4.323517,123.745574,4.323517,123.745574,kalman_est_lat_lon_from_AIS_position_updates
525006283,MV KIN,Cargo,S1A_IW_GRDH_1SDV_20260307T111544_20260307T111609_063520_07FB52_A93E,2026-03-07T11:15:44.000Z,1,1,-3.82,106.73999786,-3.82,106.73999786,6.122499,11.289095,6.122499,11.289095,kalman_est_lat_lon_from_AIS_position_updates
525006286,MT.CAHAYA MULYA 88,Cargo,S1A_IW_GRDH_1SDV_20260210T211806_20260210T211831_063162_07EDB8_0C98,2026-02-10T21:18:06.000Z,1,1,-0.32,126.93000031,-0.32,126.93000031,5.311004,312.710173,5.311004,312.710173,kalman_est_lat_lon_from_AIS_position_updates
525007179,SAINTY GENERAL,Cargo,S1A_IW_GRDH_1SDV_20260202T222604_20260202T222632_063046_07E974_FC87,2026-02-02T22:26:04.000Z,1,1,-7.7,107.5,-7.7,107.5,9.242038,105.071729,9.242038,105.071729,kalman_est_lat_lon_from_AIS_position_updates
525007288,TB JHONI XXXIII,Fishing,S1A_IW_GRDH_1SDV_20260314T215132_20260314T215157_063629_07FF74_1EEF,2026-03-14T21:51:32.000Z,1,1,-3.8,115.80000305,-3.8,115.80000305,0,0,0,0,kalman_est_lat_lon_from_AIS_position_updates
525007349,BARUTAMA 01,Fishing,S1A_IW_GRDH_1SDV_20260224T210149_20260224T210214_063366_07F57B_C945,2026-02-24T21:01:49.000Z,1,3,-0.51,130.69000244,-0.51,130.69000244,4.371274,254.055249,4.371274,254.055249,kalman_est_lat_lon_from_AIS_position_updates
525007349,BARUTAMA 01,Fishing,S1A_IW_GRDH_1SDV_20260310T204549_20260310T204614_063570_07FD3D_53D6,2026-03-10T20:45:49.000Z,2,3,-1.84229568,132.98641205,-1.84229581,132.98641291,6.164716,84.824557,5.437359,82.94062,kalman_est_lat_lon_from_AIS_position_updates
525007349,BARUTAMA 01,Fishing,S1A_IW_GRDH_1SDV_20260314T092920_20260314T092945_063621_07FF2B_2822,2026-03-14T09:29:20.000Z,3,3,-1.83783479,133.15807343,-1.83783307,133.15807769,3.461312,270.340117,4.755387,264.069988,kalman_est_lat_lon_from_AIS_position_updates
525008009,KMP.ARAR,Passenger,S1A_IW_GRDH_1SDV_20260212T210149_20260212T210214_063191_07EED2_698E,2026-02-12T21:01:49.000Z,1,1,-0.70379395,130.91274261,-0.70379395,130.91274261,2.785944,74.113104,2.785944,74.113104,kalman_est_lat_lon_from_AIS_position_updates
525009640,,Cargo,S1A_IW_GRDH_1SDV_20260204T112525_20260204T112550_063068_07EA39_3544,2026-02-04T11:25:25.000Z,1,1,1.41,102.75,1.41,102.75,3.652113,189.461498,3.652113,189.461498,kalman_est_lat_lon_from_AIS_position_updates
525009977,,Fishing,S1A_IW_GRDH_1SDV_20260215T090304_20260215T090329_063227_07F032_F223,2026-02-15T09:03:04.000Z,1,1,-8.48,140.11000061,-8.48,140.11000061,0,0,0,0,kalman_est_lat_lon_from_AIS_position_updates
525010112,KM SINAR MAS,Cargo,S1A_IW_GRDH_1SDV_20260220T231205_20260220T231230_063309_07F348_DBE6,2026-02-20T23:12:05.000Z,1,1,3.86,98.75,3.86,98.75,0,0,0,0,kalman_est_lat_lon_from_AIS_position_updates
525010133,KMP NAPAN WAINAMI,Passenger,S1A_IW_GRDH_1SDV_20260213T092057_20260213T092122_063198_07EF1E_C665,2026-02-13T09:20:57.000Z,1,2,-1.74449664,134.43969727,-1.74449664,134.43969727,7.237511,175.101068,7.237511,175.101068,kalman_est_lat_lon_from_AIS_position_updates
525010133,KMP NAPAN WAINAMI,Passenger,S1A_IW_GRDH_1SDV_20260310T204549_20260310T204614_063570_07FD3D_53D6,2026-03-10T20:45:49.000Z,2,2,-1.58114388,134.44656372,-1.58114388,134.44656372,7.255268,4.561085,7.24284,358.268627,kalman_est_lat_lon_from_AIS_position_updates
525010261,TB.INTAN,Fishing,S1A_IW_GRDH_1SDV_20260216T112524_20260216T112549_063243_07F0C2_14CA,2026-02-16T11:25:24.000Z,1,1,1.21,104.02999878,1.21,104.02999878,0.600400,89.999894,0.6004,89.999894,kalman_est_lat_lon_from_AIS_position_updates
525010381,PACMAN,Cargo,S1A_IW_GRDH_1SDV_20260204T203028_20260204T203053_063074_07EA72_E0FE,2026-02-04T20:30:28.000Z,1,1,-7.14,137.86000061,-7.14,137.86000061,5.566868,266.144145,5.566868,266.144145,kalman_est_lat_lon_from_AIS_position_updates
525010921,KM VICTORY III,Fishing,S1A_IW_GRDH_1SDV_20260307T202245_20260307T202310_063526_07FB88_8E99,2026-03-07T20:22:45.000Z,1,1,-8.58,138.42999268,-8.58,138.42999268,0.669813,206.312560,0.669813,206.31256,kalman_est_lat_lon_from_AIS_position_updates
525012198,KMP.PANCAR INDAH,Passenger,S1A_IW_GRDH_1SDV_20260211T220128_20260211T220153_063177_07EE44_39A6,2026-02-11T22:01:28.000Z,1,1,-7.26541603,114.43359375,-7.26541603,114.43359375,2.004485,251.563031,2.004485,251.563031,kalman_est_lat_lon_from_AIS_position_updates
525012345,,Fishing,S1A_IW_GRDH_1SDV_20260218T215157_20260218T215222_063279_07F220_ED26,2026-02-18T21:51:57.000Z,1,3,-3.19,116.19000244,-3.19,116.19000244,0.848209,315.060026,0.848209,315.060026,kalman_est_lat_lon_from_AIS_position_updates
525012345,,Fishing,S1A_IW_GRDH_1SDV_20260223T111544_20260223T111609_063345_07F4B1_B4DD,2026-02-23T11:15:44.000Z,2,3,-3.2,116.19999695,-3.1999993,116.19999625,0,0,0.674119,135.060028,kalman_est_lat_lon_from_AIS_position_updates
525012345,,Fishing,S1A_IW_GRDH_1SDV_20260307T220012_20260307T220037_063527_07FB8F_D038,2026-03-07T22:00:12.000Z,3,3,-3.3,116.09999847,-3.30000022,116.09999873,0,0,0.554649,310.242957,kalman_est_lat_lon_from_AIS_position_updates
525012378,MV TRITON SHIP,Cargo,S1A_IW_GRDH_1SDV_20260202T222449_20260202T222514_063046_07E974_0FB1,2026-02-02T22:24:49.000Z,1,1,-3.24,109.91999817,-3.24,109.91999817,7.303962,170.551677,7.303962,170.551677,kalman_est_lat_lon_from_AIS_position_updates
525012397,KM INTI MULIA,Cargo,S1A_IW_GRDH_1SDV_20260205T211120_20260205T211145_063089_07EB08_89B0,2026-02-05T21:11:20.000Z,1,1,-4.84,126.66999817,-4.84,126.66999817,9.646881,262.842711,9.646881,262.842711,kalman_est_lat_lon_from_AIS_position_updates
525013018,TANTO RAYA,Cargo,S1A_IW_GRDH_1SDV_20260205T211030_20260205T211055_063089_07EB08_EB0A,2026-02-05T21:10:30.000Z,1,1,-2.51,127.22000122,-2.51,127.22000122,16.385107,246.223769,16.385107,246.223769,kalman_est_lat_lon_from_AIS_position_updates
525013039,LUMOSO AMAN,Cargo,S1A_IW_GRDH_1SDV_20260203T212630_20260203T212655_063060_07E9F3_C02B,2026-02-03T21:26:30.000Z,1,1,-1.1,123.37999725,-1.1,123.37999725,15.282649,44.997219,15.282649,44.997219,kalman_est_lat_lon_from_AIS_position_updates
525015053,KMP.TELUK SINGKIL,Passenger,S1A_IW_GRDH_1SDV_20260217T224800_20260217T224830_063265_07F199_5C53,2026-02-17T22:48:00.000Z,1,2,0.40237096,103.35285187,0.40237096,103.35285187,5.569315,68.277062,5.569315,68.277062,kalman_est_lat_lon_from_AIS_position_updates
525015053,KMP.TELUK SINGKIL,Passenger,S1A_IW_GRDH_1SDV_20260312T112524_20260312T112549_063593_07FE1B_C840,2026-03-12T11:25:24.000Z,2,2,0.45901761,103.34941864,0.459017,103.34942105,3.407336,176.531758,4.204612,233.525137,kalman_est_lat_lon_from_AIS_position_updates
525015109,KMP.CAKALANG,Passenger,S1A_IW_GRDH_1SDV_20260208T213656_20260208T213721_063133_07ECB4_AD24,2026-02-08T21:36:56.000Z,1,1,-9.34981887,119.49794769,-9.34981887,119.49794769,5.848435,164.467354,5.848435,164.467354,kalman_est_lat_lon_from_AIS_position_updates
525015234,SEMANGAT MAS,Cargo,S1A_IW_GRDH_1SDV_20260201T214503_20260201T214528_063031_07E8E6_83C5,2026-02-01T21:45:03.000Z,1,1,-8.02,117.73999786,-8.02,117.73999786,5.483800,102.655059,5.4838,102.655059,kalman_est_lat_lon_from_AIS_position_updates
525015360,FORTUNE,Cargo,S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,2026-02-01T21:43:48.000Z,1,1,-3.82,118.73000336,-3.82,118.73000336,7.229697,355.249486,7.229697,355.249486,kalman_est_lat_lon_from_AIS_position_updates
525015381,KMP MUSTHIKA KENCANA,Passenger,S1A_IW_GRDH_1SDV_20260219T223354_20260219T223421_063294_07F2B4_8FBD,2026-02-19T22:33:54.000Z,1,1,-6.69938861,105.9954071,-6.69938861,105.9954071,1.783121,102.601861,1.783121,102.601861,kalman_est_lat_lon_from_AIS_position_updates
