scene,scene_time_utc,MMSI,Name,Ship_Type,gfw_shiptype,Center_latitude,Center_longitude,Sog,Cog,AIS_Latitude,AIS_Longitude,sar_ais_distance_km,sar_projected_distance_km,sar_kalman_est_distance_km,AIS_update_time_gap_hours,ais_position_time_gap_hours,kalman_dt_hours,kalman_pred_residual_m,kalman_mmsi_observation_count,patch_rgb_vv_actual_file,patch_rgb_vh_actual_file,source_file,candidate_type,score,rule,evidence,neighbor_mmsi,neighbor_distance_km,neighbor_sog
S1A_IW_GRDH_1SDV_20260205T211055_20260205T211120_063089_07EB08_0B7F,2026-02-05T21:10:55Z,525005013,KM SIRIMAU,PASSENGER,PASSENGER,-4.240133858532655,126.60910860998912,,250.699997,-5.58250072353187,126.59202575683594,149.2765882502071,,149.27658785306812,0.181944,,,,1,Passenger_x5823_y12177_vv.png,Passenger_x5823_y12177_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 149.28 km with time gap 0.18 h; wide SAR-AIS distance 149.28 km with time gap 0.18 h,,,
S1A_IW_GRDH_1SDV_20260205T224706_20260205T224735_063090_07EB0F_2E89,2026-02-05T22:47:06Z,477167800,SITC HAIPHONG,CARGO,CARGO,4.2242534932974936,105.38095378724134,19.376988,196.150599,4.05,105.33000183105467,20.183321535582962,,20.18332156833139,0.215,,,,1,Cargo_x22472_y20798.png,Cargo_x22472_y20798_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 20.18 km with time gap 0.21 h; wide SAR-AIS distance 20.18 km with time gap 0.21 h,,,
S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,2026-02-05T22:48:25Z,372188000,DANCEWOOD SW,CARGO,CARGO,1.0547682663475333,103.60330555269704,13.689028,74.74012,1.14,103.77999877929688,21.8105366071449,,21.81053667754895,0.193056,,,,1,Cargo_x13216_y3130.png,Cargo_x13216_y3130_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 21.81 km with time gap 0.19 h; wide SAR-AIS distance 21.81 km with time gap 0.19 h,,,
S1A_IW_GRDH_1SDV_20260205T224825_20260205T224850_063090_07EB0F_2593,2026-02-05T22:48:25Z,525016724,KMP KUNDUR,PASSENGER,PASSENGER,0.0298994913573625,104.36300408439207,6.245393,203.224357,1.3793375718521297,104.36153411865234,150.05096463923078,,150.05096443312001,0.806944,,,,4,Passenger_x21668_y14461_vv.png,Passenger_x21668_y14461_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 150.05 km with time gap 0.81 h; wide SAR-AIS distance 150.05 km with time gap 0.81 h,,,
S1A_IW_GRDH_1SDV_20260206T092831_20260206T092856_063096_07EB4D_CC70,2026-02-06T09:28:31Z,525016285,LOBSTER,PASSENGER,PASSENGER,-5.505630690780251,134.33291799077932,3.335656,318.74627,-4.3066993282156245,134.31232452392578,133.33478923975557,,133.3347890488126,0.475278,,,,4,Passenger_x25517_y16283_vv.png,Passenger_x25517_y16283_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 133.33 km with time gap 0.48 h; wide SAR-AIS distance 133.33 km with time gap 0.48 h,,,
S1A_IW_GRDH_1SDV_20260206T092856_20260206T092921_063096_07EB4D_B6F9,2026-02-06T09:28:56Z,525005052,KM LABOBAR,PASSENGER,PASSENGER,-3.831841703286943,133.7389149860301,13.257387,174.298874,-3.144629781613853,133.7358856201172,76.41532445878215,,76.41532463829016,0.482222,,,,2,Passenger_x22554_y14450_vv.png,Passenger_x22554_y14450_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 76.42 km with time gap 0.48 h; wide SAR-AIS distance 76.42 km with time gap 0.48 h,,,
S1A_IW_GRDH_1SDV_20260206T110659_20260206T110724_063097_07EB59_9B4E,2026-02-06T11:06:59Z,525701713,TRITON 02,PASSENGER,PASSENGER,-6.232281470439543,108.0251833437612,7.181315,98.212756,-6.406401387232076,108.0337142944336,19.38422114032009,,19.384221423902034,0.116389,,,,1,Passenger_x5132_y13509_vv.png,Passenger_x5132_y13509_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 19.38 km with time gap 0.12 h,,,
S1A_IW_GRDH_1SDV_20260206T110749_20260206T110817_063097_07EB59_3D22,2026-02-06T11:07:49Z,525015603,KMP KUALA BATE II,PASSENGER,PASSENGER,-2.994745946062616,107.47653333078728,3.376834,307.077723,-3.9296776416088863,107.43427276611328,104.06556672239117,,104.06556652422887,0.130278,,,,3,Passenger_x6608_y12913_vv.png,Passenger_x6608_y12913_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 104.07 km with time gap 0.13 h; wide SAR-AIS distance 104.07 km with time gap 0.13 h,,,
S1A_IW_GRDH_1SDV_20260207T205328_20260207T205357_063118_07EC1F_ACF2,2026-02-07T20:53:28Z,525005046,KM DOROLONDA,PASSENGER,PASSENGER,-0.3204430838843891,132.56957742208184,21.718773,82.588364,-1.0433001900892431,132.8411865234375,85.86409455775033,,85.8640944140366,0.108889,,,,2,Passenger_x18309_y8590_vv.png,Passenger_x18309_y8590_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 85.86 km with time gap 0.11 h; wide SAR-AIS distance 85.86 km with time gap 0.11 h,,,
S1A_IW_GRDH_1SDV_20260207T205357_20260207T205422_063118_07EC1F_31F8,2026-02-07T20:53:57Z,525101092,SABUK NUSANTARA 96,PASSENGER,PASSENGER,-2.8291102090199725,131.93113443454868,3.071998,27.938003,-4.121463951319156,131.95472717285156,143.72723295611092,,143.72723280368564,0.100833,,,,3,Passenger_x14830_y16975_vv.png,Passenger_x14830_y16975_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 143.73 km with time gap 0.10 h; wide SAR-AIS distance 143.73 km with time gap 0.10 h,,,
S1A_IW_GRDH_1SDV_20260207T205422_20260207T205447_063118_07EC1F_2E01,2026-02-07T20:54:22Z,255806483,EDWARD OLDENDORFF,CARGO,CARGO,-3.559882153186775,131.79286524894198,19.309481,126.220633,-3.69,131.97000122070312,24.40785606417612,,24.40785600133544,0.093889,,,,1,Cargo_x16887_y8421.png,Cargo_x16887_y8421_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 24.41 km with time gap 0.09 h; wide SAR-AIS distance 24.41 km with time gap 0.09 h,,,
S1A_IW_GRDH_1SDV_20260207T205447_20260207T205512_063118_07EC1F_0464,2026-02-07T20:54:47Z,525005052,KM LABOBAR,PASSENGER,PASSENGER,-4.706024084517192,130.60792379330516,24.948986,249.310637,-5.222930308188185,130.32943725585938,65.23328022375254,,65.24411537289343,0.086944,,35.430833,786445.158,2,Passenger_x7403_y4415_vv.png,Passenger_x7403_y4415_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 65.23 km with time gap 0.09 h; wide SAR-AIS distance 65.23 km with time gap 0.09 h,,,
S1A_IW_GRDH_1SDV_20260207T223215_20260207T223240_063119_07EC28_F521,2026-02-07T22:32:15Z,405000246,MEGHNA PARADISE,CARGO,CARGO,-1.3763571947810065,107.83814433810002,8.924286,137.737336,-1.52,107.97000122070312,21.678301227940384,,21.678301175095452,0.4625,,,,1,Cargo_x17003_y18826.png,Cargo_x17003_y18826_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 21.68 km with time gap 0.46 h; wide SAR-AIS distance 21.68 km with time gap 0.46 h,,,
S1A_IW_GRDH_1SDV_20260207T223355_20260207T223422_063119_07EC28_536D,2026-02-07T22:33:55Z,525021421,KM.AMARISA,PASSENGER,PASSENGER,-5.930357124064616,105.94290250319236,8.551905,74.740954,-6.700411542470891,105.99437713623048,85.81503949912681,,85.8150392525992,0.434722,,,,1,Passenger_x10824_y2535_vv.png,Passenger_x10824_y2535_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 85.82 km with time gap 0.43 h; wide SAR-AIS distance 85.82 km with time gap 0.43 h,,,
S1A_IW_GRDH_1SDV_20260208T104938_20260208T105007_063126_07EC76_4B54,2026-02-08T10:49:38Z,525003411,KMP KARYA MARITIM II,PASSENGER,PASSENGER,-8.140877894495254,114.41432479967358,2.237302,239.213812,-7.2800601330093215,114.40509796142578,95.72409939163894,,95.72409972791048,0.172778,,,,1,Passenger_x22878_y1528_vv.png,Passenger_x22878_y1528_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 95.72 km with time gap 0.17 h; wide SAR-AIS distance 95.72 km with time gap 0.17 h,,,
S1A_IW_GRDH_1SDV_20260208T105007_20260208T105032_063126_07EC76_ED28,2026-02-08T10:50:07Z,442004978,KAILANA PREMIER,PASSENGER,OTHER,-7.453804432320732,113.08538678594564,4.267734,78.694951,-7.967777629337728,113.10802459716795,57.205701624292246,,57.20570171147083,0.164722,,,,1,Passenger_x11837_y10525_vv.png,Passenger_x11837_y10525_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 57.21 km with time gap 0.16 h; wide SAR-AIS distance 57.21 km with time gap 0.16 h,,,
S1A_IW_GRDH_1SDV_20260208T213451_20260208T213516_063133_07ECB4_0002,2026-02-08T21:34:51Z,352004796,HE TAI TONG 6,CARGO,CARGO,-1.2570963918445222,122.75484312932116,12.318028,46.970996,-1.08,122.93000030517578,27.694135159103787,,27.694135536204175,0.419167,,,,1,Cargo_x24702_y9322.png,Cargo_x24702_y9322_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 27.69 km with time gap 0.42 h; wide SAR-AIS distance 27.69 km with time gap 0.42 h,,,
S1A_IW_GRDH_1SDV_20260208T213541_20260208T213606_063133_07ECB4_51CC,2026-02-08T21:35:41Z,525601599,OPUTA YI KOO,PASSENGER,PASSENGER,-4.7636373421289,122.07329432011508,0.0,0.0,-5.060850254822732,122.06634521484376,33.05757948485306,,33.057578961231734,0.405278,,,,1,Passenger_x24318_y14759_vv.png,Passenger_x24318_y14759_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 33.06 km with time gap 0.41 h; wide SAR-AIS distance 33.06 km with time gap 0.41 h,,,
S1A_IW_GRDH_1SDV_20260208T213631_20260208T213656_063133_07ECB4_8B78,2026-02-08T21:36:31Z,525005016,KM.TILONG KABILA,PASSENGER,PASSENGER,-7.21698953366652,119.5939476109003,12.296746,189.163036,-8.293034610795045,119.58000183105467,119.66078372420105,,119.66078363729527,0.391389,,,,1,Passenger_x4127_y8607_vv.png,Passenger_x4127_y8607_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 119.66 km with time gap 0.39 h; wide SAR-AIS distance 119.66 km with time gap 0.39 h,,,
S1A_IW_GRDH_1SDV_20260208T213656_20260208T213721_063133_07ECB4_AD24,2026-02-08T21:36:56Z,525015109,KMP.CAKALANG,PASSENGER,PASSENGER,-8.957327847210482,119.46959024064095,5.848435,164.467354,-9.349818866757204,119.4979476928711,43.75395596870773,,43.75395630595081,0.384444,,,,1,Passenger_x6554_y11190_vv.png,Passenger_x6554_y11190_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 43.75 km with time gap 0.38 h; wide SAR-AIS distance 43.75 km with time gap 0.38 h,,,
S1A_IW_GRDH_1SDV_20260208T213656_20260208T213721_063133_07ECB4_AD24,2026-02-08T21:36:56Z,525100085,KM. MILA UTAMA,CARGO,CARGO,-8.306186247887185,119.26076662935752,20.871593,94.97604,-8.32,119.51000213623048,27.465551851798253,,27.465552265896473,0.384444,,,,1,Cargo_x4184_y4000.png,Cargo_x4184_y4000_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 27.47 km with time gap 0.38 h; wide SAR-AIS distance 27.47 km with time gap 0.38 h,,,
S1A_IW_GRDH_1SDV_20260208T213721_20260208T213749_063133_07ECB4_F5D3,2026-02-08T21:37:21Z,525001108,KM.SABUK-NUSANTARA43,PASSENGER,PASSENGER,-10.024500936517676,120.91648954272206,7.303332,128.206654,-10.878825073332674,120.9158706665039,94.99666504315279,,94.99666467230354,0.6225,,,,1,Passenger_x26649_y6168_vv.png,Passenger_x26649_y6168_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 95.00 km with time gap 0.62 h; wide SAR-AIS distance 95.00 km with time gap 0.62 h,,,
S1A_IW_GRDH_1SDV_20260209T113334_20260209T113359_063141_07ECFF_5730,2026-02-09T11:33:34Z,50862783,KMP PERMATA LESTARI3,PASSENGER,PASSENGER,1.3743881225808785,102.1678321250443,0.240598,176.729495,2.771250090805923,102.13851928710938,155.3583277858672,,155.35832768953787,1.440556,,,,1,Passenger_x25031_y5363_vv.png,Passenger_x25031_y5363_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 155.36 km with time gap 1.44 h; wide SAR-AIS distance 155.36 km with time gap 1.44 h,,,
S1A_IW_GRDH_1SDV_20260209T113359_20260209T113424_063142_07ECFF_5A35,2026-02-09T11:33:59Z,374987000,JEWEL,PASSENGER,PASSENGER,2.9136415270391627,100.753849834858,13.569218,43.582358,4.140982500492815,100.7830810546875,136.51283109514412,,136.512831027998,0.566389,,,,1,Passenger_x12786_y5047_vv.png,Passenger_x12786_y5047_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 136.51 km with time gap 0.57 h; wide SAR-AIS distance 136.51 km with time gap 0.57 h,,,
S1A_IW_GRDH_1SDV_20260209T203715_20260209T203744_063147_07ED35_067E,2026-02-09T20:37:15Z,525101087,SABUK NUSANTARA 81,PASSENGER,PASSENGER,-1.92787799726775,136.24620718127912,7.416522,64.504642,-2.21731132640022,136.37638092041016,35.2848910533648,,35.28489139976912,0.379167,,,,2,Passenger_x15404_y16969_vv.png,Passenger_x15404_y16969_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 35.28 km with time gap 0.38 h; wide SAR-AIS distance 35.28 km with time gap 0.38 h,,,
S1A_IW_GRDH_1SDV_20260210T211741_20260210T211806_063162_07EDB8_4A98,2026-02-10T21:17:41Z,525100956,KMP.PERMATA LESTARI5,PASSENGER,PASSENGER,1.3032803492006724,125.63133221912564,7.357344,264.049916,0.1033400928971025,125.61904907226562,133.43444219591498,,133.43444252061985,0.294722,,,,1,Passenger_x5241_y9474_vv.png,Passenger_x5241_y9474_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 133.43 km with time gap 0.29 h; wide SAR-AIS distance 133.43 km with time gap 0.29 h,,,
S1A_IW_GRDH_1SDV_20260210T211831_20260210T211856_063162_07EDB8_6889,2026-02-10T21:18:31Z,525201076,SABUK NUSANTARA 88,PASSENGER,PASSENGER,-1.988956649317168,124.85621751994738,4.821066,97.612382,-2.24475632673604,124.92141723632812,29.351851493876413,,29.351851946291617,0.308611,,,,1,Passenger_x3714_y12526_vv.png,Passenger_x3714_y12526_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 29.35 km with time gap 0.31 h; wide SAR-AIS distance 29.35 km with time gap 0.31 h,,,
S1A_IW_GRDH_1SDV_20260210T212011_20260210T212036_063162_07EDB8_7013,2026-02-10T21:20:11Z,525101085,SABUKNUSANTARA108,PASSENGER,PASSENGER,-8.289888746011087,124.14192959544825,3.602978,325.405588,-7.123036950689074,124.13555145263672,129.75008239534665,,129.75008247354089,0.336389,,,,1,Passenger_x10482_y15588_vv.png,Passenger_x10482_y15588_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 129.75 km with time gap 0.34 h; wide SAR-AIS distance 129.75 km with time gap 0.34 h,,,
S1A_IW_GRDH_1SDV_20260210T212101_20260210T212126_063162_07EDB8_1AD2,2026-02-10T21:21:01Z,525100417,KMP.LAKAAN,PASSENGER,PASSENGER,-10.114699627343803,123.3340114582398,6.495868,50.065203,-10.880173681239656,123.43311309814452,85.80381216393498,,85.80381205281499,0.350278,,,,1,Passenger_x9170_y2484_vv.png,Passenger_x9170_y2484_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 85.80 km with time gap 0.35 h; wide SAR-AIS distance 85.80 km with time gap 0.35 h,,,
S1A_IW_GRDH_1SDV_20260211T093648_20260211T093713_063169_07EDFC_6BAF,2026-02-11T09:36:48Z,525101082,SABUK NUSANTARA 106,PASSENGER,PASSENGER,-4.524196828738129,131.70756006036137,7.951908,10.411779,-5.161727716386197,131.7363739013672,70.96214799188465,,70.96214838649946,0.386667,,,,1,Passenger_x19725_y7879_vv.png,Passenger_x19725_y7879_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 70.96 km with time gap 0.39 h; wide SAR-AIS distance 70.96 km with time gap 0.39 h,,,
S1A_IW_GRDH_1SDV_20260211T093738_20260211T093803_063169_07EDFC_8CFD,2026-02-11T09:37:38Z,525101092,SABUK NUSANTARA 96,PASSENGER,PASSENGER,-1.0087124487840733,131.16918417340713,3.496392,142.184398,-0.4504348132525496,131.20731353759766,62.222318763086385,,62.22109029887799,0.372778,,84.728056,309245.16,3,Passenger_x20940_y2344_vv.png,Passenger_x20940_y2344_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 62.22 km with time gap 0.37 h; wide SAR-AIS distance 62.22 km with time gap 0.37 h,,,
S1A_IW_GRDH_1SDV_20260211T093803_20260211T093831_063169_07EDFC_B4AD,2026-02-11T09:38:03Z,525600798,AQUA BLU,PASSENGER,PASSENGER,-0.5185990314982923,130.72147711034913,3.58487,185.939987,-0.9660644519303132,130.7040023803711,49.79387403748018,,49.79387382461232,0.365833,,,,2,Passenger_x19869_y15361_vv.png,Passenger_x19869_y15361_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 49.79 km with time gap 0.37 h; wide SAR-AIS distance 49.79 km with time gap 0.37 h,,,
S1A_IW_GRDH_1SDV_20260211T111519_20260211T111544_063170_07EE07_F4C7,2026-02-11T11:15:19Z,525100805,KMP.REINNA,PASSENGER,PASSENGER,-5.916260898462972,105.97816035401078,14.843951,257.885482,-6.702798381193018,105.99300384521484,87.47448308059961,,87.47448295788354,0.255278,,,,1,Passenger_x6239_y14061_vv.png,Passenger_x6239_y14061_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 87.47 km with time gap 0.26 h; wide SAR-AIS distance 87.47 km with time gap 0.26 h,,,
S1A_IW_GRDH_1SDV_20260211T111609_20260211T111634_063170_07EE07_1F39,2026-02-11T11:16:09Z,525001052,KMP MENUMBING RAYA,PASSENGER,PASSENGER,-2.929503554307608,106.7034749472888,6.067889,197.144493,-4.126600458173968,106.70162200927734,133.11144512158972,,133.11144532451135,0.269167,,,,1,Passenger_x21514_y14398_vv.png,Passenger_x21514_y14398_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 133.11 km with time gap 0.27 h; wide SAR-AIS distance 133.11 km with time gap 0.27 h,,,
S1A_IW_GRDH_1SDV_20260211T111659_20260211T111724_063170_07EE07_CF45,2026-02-11T11:16:59Z,525100855,OCENNA175,PASSENGER,PASSENGER,0.9254646351516356,104.31537042972242,15.394905,80.675433,0.4277761770793103,104.19536590576172,56.92631977629341,,56.92631935011904,0.283056,,,,1,Passenger_x2037_y5106_vv.png,Passenger_x2037_y5106_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 56.93 km with time gap 0.28 h; wide SAR-AIS distance 56.93 km with time gap 0.28 h,,,
S1A_IW_GRDH_1SDV_20260211T111724_20260211T111749_063170_07EE07_12F2,2026-02-11T11:17:24Z,525016724,KMP KUNDUR,PASSENGER,PASSENGER,0.98950275228351,104.20179528958587,14.701299,42.953974,0.3642629880162855,104.20154571533205,69.52359129077006,,69.52264098370065,0.29,,132.483056,1421900.452,4,Passenger_x4276_y21065_vv.png,Passenger_x4276_y21065_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 69.52 km with time gap 0.29 h; wide SAR-AIS distance 69.52 km with time gap 0.29 h,,,
S1A_IW_GRDH_1SDV_20260211T202310_20260211T202335_063176_07EE3D_CF0F,2026-02-11T20:23:10Z,246442000,ZAANDAM,PASSENGER,PASSENGER,-10.62809885436342,139.01429447933668,14.681433,269.977683,-10.34464200424624,139.06150817871094,31.93895048739404,,31.938950976133004,0.386111,,,,1,Passenger_x21026_y17794_vv.png,Passenger_x21026_y17794_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 31.94 km with time gap 0.39 h; wide SAR-AIS distance 31.94 km with time gap 0.39 h,,,
S1A_IW_GRDH_1SDV_20260211T220128_20260211T220153_063177_07EE44_39A6,2026-02-11T22:01:28Z,525012198,KMP.PANCAR INDAH,PASSENGER,PASSENGER,-8.148605679812878,114.42810972383516,2.004485,251.563031,-7.26541602510502,114.43359375,98.20820362913877,,98.20820308485139,0.024444,,,,1,Passenger_x17535_y8351_vv.png,Passenger_x17535_y8351_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 98.21 km with time gap 0.02 h; wide SAR-AIS distance 98.21 km with time gap 0.02 h,,,
S1A_IW_GRDH_1SDV_20260212T101735_20260212T101800_063184_07EE91_C484,2026-02-12T10:17:35Z,525005047,KM.NGGAPULU,PASSENGER,PASSENGER,-5.60655207062508,121.76187217182223,13.362427,99.571907,-4.235828905563973,121.81812286376952,152.54500830458716,,152.54500779467452,0.293056,,,,2,Passenger_x20306_y5448_vv.png,Passenger_x20306_y5448_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 152.55 km with time gap 0.29 h; wide SAR-AIS distance 152.55 km with time gap 0.29 h,,,
S1A_IW_GRDH_1SDV_20260212T210304_20260212T210329_063191_07EED2_B2B3,2026-02-12T21:03:04Z,503000164,CORAL GEOGRAPHER,PASSENGER,PASSENGER,-5.598836505956593,130.24827901586963,12.250153,192.892012,-4.284446036628637,130.23365020751953,146.1627379415007,,146.16273756359806,0.051111,,,,1,Passenger_x26713_y11842_vv.png,Passenger_x26713_y11842_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 146.16 km with time gap 0.05 h; wide SAR-AIS distance 146.16 km with time gap 0.05 h,,,
S1A_IW_GRDH_1SDV_20260213T092003_20260213T092032_063198_07EF1E_DE17,2026-02-13T09:20:03Z,525016705,KM.SABUK NUSANTARA32,PASSENGER,CARGO,-5.479107658758545,134.37395575059668,3.991992,307.042941,-4.31286166325894,134.3246841430664,129.79565256889776,,129.795652945243,0.334167,,,,1,Passenger_x1602_y9166_vv.png,Passenger_x1602_y9166_vh.png,new\metadata\metadata_with_vh_gfw_ais_identity_sog_cog_enriched_FINAL_kalman_estimated.csv,spoofing,1.0,close-time SAR/AIS mismatch or Kalman residual,SAR-AIS distance 129.80 km with time gap 0.33 h; wide SAR-AIS distance 129.80 km with time gap 0.33 h,,,
