candidate_type,score,scene,MMSI,Name,evidence,figure_path,vv_patch_path,vh_patch_path
godark,1.0,S1A_IW_GRDH_1SDV_20260215T104128_20260215T104157_063228_07F03A_350C,525600097,BANDAR NELAYAN 288,SAR scene has MMSI but nearest AIS update is 84.31 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\011_godark_525600097_7_063228_07F03A_350C.png,new\Patch_RGB\Fishing100_Fishing_x9852_y15018.png,new\Patch_RGB\Fishing100_Fishing_x9852_y15018_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260218T092801_20260218T092830_063271_07F1D8_845F,525100000,KLM GHINAYAH,SAR scene has MMSI but nearest AIS update is 1799.53 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\012_godark_525100000_0_063271_07F1D8_845F.png,new\Patch_RGB\Fishing100_Fishing_x22543_y18931.png,new\Patch_RGB\Fishing100_Fishing_x22543_y18931_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260218T201449_20260218T201514_063278_07F21A_600D,525700486,JAYA KALBAR-I,SAR scene has MMSI but nearest AIS update is 764.25 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\013_godark_525700486_4_063278_07F21A_600D.png,new\Patch_RGB\Fishing100_Fishing_x7889_y5160.png,new\Patch_RGB\Fishing100_Fishing_x7889_y5160_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260218T215107_20260218T215132_063279_07F220_2CED,525900700,,SAR scene has MMSI but nearest AIS update is 920.85 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\014_godark_525900700_2_063279_07F220_2CED.png,new\Patch_RGB\Fishing100_Fishing_x10774_y12122.png,new\Patch_RGB\Fishing100_Fishing_x10774_y12122_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260218T215132_20260218T215157_063279_07F220_27B7,525900233,,SAR scene has MMSI but nearest AIS update is 1207.86 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\015_godark_525900233_7_063279_07F220_27B7.png,new\Patch_RGB\Fishing100_Fishing_x7319_y8522.png,new\Patch_RGB\Fishing100_Fishing_x7319_y8522_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260219T205511_20260219T205536_063293_07F2AC_3ED7,525100000,KLM GHINAYAH,SAR scene has MMSI but nearest AIS update is 1764.08 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\016_godark_525100000_6_063293_07F2AC_3ED7.png,new\Patch_RGB\Fishing100_Fishing_x21602_y12145.png,new\Patch_RGB\Fishing100_Fishing_x21602_y12145_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260221T095218_20260221T095242_063315_07F387_A808,525600493,,SAR scene has MMSI but nearest AIS update is 579.87 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\017_godark_525600493_2_063315_07F387_A808.png,new\Patch_RGB\Fishing112_Fishing_x12777_y6839.png,new\Patch_RGB\Fishing112_Fishing_x12777_y6839_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260302T215107_20260302T215132_063454_07F8CE_E5BD,525100000,KLM GHINAYAH,SAR scene has MMSI but nearest AIS update is 1499.15 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\018_godark_525100000_2_063454_07F8CE_E5BD.png,new\Patch_RGB\Fishing112_Fishing_x11206_y5657.png,new\Patch_RGB\Fishing112_Fishing_x11206_y5657_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260302T215107_20260302T215132_063454_07F8CE_E5BD,525700108,,SAR scene has MMSI but nearest AIS update is 1091.85 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\019_godark_525700108_2_063454_07F8CE_E5BD.png,new\Patch_RGB\Fishing112_Fishing_x25931_y7160.png,new\Patch_RGB\Fishing112_Fishing_x25931_y7160_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260302T215132_20260302T215157_063454_07F8CE_EB80,525005002,BARAKUDA 02,SAR scene has MMSI but nearest AIS update is 114.86 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\020_godark_525005002_7_063454_07F8CE_EB80.png,new\Patch_RGB\Passenger_x4695_y15773_vv.png,new\Patch_RGB\Passenger_x4695_y15773_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260303T223214_20260303T223239_063469_07F964_7A45,525005001,KM.CIREMAI,SAR scene has MMSI but nearest AIS update is 83.46 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\021_godark_525005001_9_063469_07F964_7A45.png,new\Patch_RGB\Passenger_x15249_y5076_vv.png,new\Patch_RGB\Passenger_x15249_y5076_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260304T091115_20260304T091133_063475_07F9A3_C5EB,525800144,KM  MARCEL JAYA 23,SAR scene has MMSI but nearest AIS update is 1228.81 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\022_godark_525800144_3_063475_07F9A3_C5EB.png,new\Patch_RGB\Fishing112_Fishing_x24777_y9841.png,new\Patch_RGB\Fishing112_Fishing_x24777_y9841_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260307T111519_20260307T111544_063520_07FB52_E555,525200335,CAITLYN7,SAR scene has MMSI but nearest AIS update is 965.26 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\023_godark_525200335_4_063520_07FB52_E555.png,new\Patch_RGB\Fishing112_Fishing_x6067_y14346.png,new\Patch_RGB\Fishing112_Fishing_x6067_y14346_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260307T111544_20260307T111609_063520_07FB52_A93E,525901978,,SAR scene has MMSI but nearest AIS update is 900.26 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\024_godark_525901978_9_063520_07FB52_A93E.png,new\Patch_RGB\Fishing112_Fishing_x24802_y11385.png,new\Patch_RGB\Fishing112_Fishing_x24802_y11385_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260307T111659_20260307T111724_063520_07FB52_CF91,525101278,CHARLY MEGAH UTAMA,SAR scene has MMSI but nearest AIS update is 1861.72 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\025_godark_525101278_4_063520_07FB52_CF91.png,new\Patch_RGB\Fishing112_Fishing_x12796_y11800.png,new\Patch_RGB\Fishing112_Fishing_x12796_y11800_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260307T111724_20260307T111749_063520_07FB52_4317,525112345,KM PERINTIS JAYA 26,SAR scene has MMSI but nearest AIS update is 657.29 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\026_godark_525112345_9_063520_07FB52_4317.png,new\Patch_RGB\Fishing112_Fishing_x16675_y17901.png,new\Patch_RGB\Fishing112_Fishing_x16675_y17901_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260307T202245_20260307T202310_063526_07FB88_8E99,525800144,KM  MARCEL JAYA 23,SAR scene has MMSI but nearest AIS update is 1145.62 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\027_godark_525800144_0_063526_07FB88_8E99.png,new\Patch_RGB\Fishing112_Fishing_x24887_y10660.png,new\Patch_RGB\Fishing112_Fishing_x24887_y10660_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260307T215922_20260307T215947_063527_07FB8F_1D9F,525600718,,SAR scene has MMSI but nearest AIS update is 687.99 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\028_godark_525600718_7_063527_07FB8F_1D9F.png,new\Patch_RGB\Fishing112_Fishing_x23892_y20476.png,new\Patch_RGB\Fishing112_Fishing_x23892_y20476_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260308T101800_20260308T101825_063534_07FBDD_64BC,525100000,KLM GHINAYAH,SAR scene has MMSI but nearest AIS update is 1366.70 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\029_godark_525100000_5_063534_07FBDD_64BC.png,new\Patch_RGB\Fishing112_Fishing_x13749_y7996.png,new\Patch_RGB\Fishing112_Fishing_x13749_y7996_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260312T112524_20260312T112549_063593_07FE1B_C840,525127888,KM CITRA WIJAYA,SAR scene has MMSI but nearest AIS update is 856.58 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\030_godark_525127888_9_063593_07FE1B_C840.png,new\Patch_RGB\Fishing112_Fishing_x17407_y10250.png,new\Patch_RGB\Fishing112_Fishing_x17407_y10250_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260313T211004_20260313T211029_063614_07FEE6_5BFD,525900700,,SAR scene has MMSI but nearest AIS update is 473.83 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\031_godark_525900700_9_063614_07FEE6_5BFD.png,new\Patch_RGB\Fishing112_Fishing_x8153_y13499.png,new\Patch_RGB\Fishing112_Fishing_x8153_y13499_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260314T215107_20260314T215132_063629_07FF74_5644,525300305,,SAR scene has MMSI but nearest AIS update is 1008.85 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\032_godark_525300305_2_063629_07FF74_5644.png,new\Patch_RGB\Fishing112_Fishing_x10495_y6024.png,new\Patch_RGB\Fishing112_Fishing_x10495_y6024_vh.png
godark,1.0,S1A_IW_GRDH_1SDV_20260314T215132_20260314T215157_063629_07FF74_1EEF,525007288,TB JHONI XXXIII,SAR scene has MMSI but nearest AIS update is 1608.14 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\033_godark_525007288_7_063629_07FF74_1EEF.png,new\Patch_RGB\Fishing112_Fishing_x2155_y8926.png,new\Patch_RGB\Fishing112_Fishing_x2155_y8926_vh.png
godark,0.9263,S1A_IW_GRDH_1SDV_20260221T095218_20260221T095242_063315_07F387_A808,525001076,SABUK NUSANTARA 34,SAR scene has MMSI but nearest AIS update is 60.13 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\034_godark_525001076_2_063315_07F387_A808.png,new\Patch_RGB\Passenger_x7803_y8955_vv.png,new\Patch_RGB\Passenger_x7803_y8955_vh.png
godark,0.8681,S1A_IW_GRDH_1SDV_20260218T092801_20260218T092830_063271_07F1D8_845F,525401518,PURBASARI NET 2-65%,SAR scene has MMSI but nearest AIS update is 54.53 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\035_godark_525401518_0_063271_07F1D8_845F.png,new\Patch_RGB\Fishing100_Fishing_x13211_y22075.png,new\Patch_RGB\Fishing100_Fishing_x13211_y22075_vh.png
godark,0.8287,S1A_IW_GRDH_1SDV_20260218T201449_20260218T201514_063278_07F21A_600D,525800475,MARCEL JAYA 57,SAR scene has MMSI but nearest AIS update is 50.75 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\036_godark_525800475_4_063278_07F21A_600D.png,new\Patch_RGB\Fishing100_Fishing_x7597_y16101.png,new\Patch_RGB\Fishing100_Fishing_x7597_y16101_vh.png
godark,0.8278,S1A_IW_GRDH_1SDV_20260225T092002_20260225T092032_063373_07F5C5_3808,525211111,KMN LMS 05,SAR scene has MMSI but nearest AIS update is 50.67 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\037_godark_525211111_2_063373_07F5C5_3808.png,new\Patch_RGB\Fishing112_Fishing_x25404_y8643.png,new\Patch_RGB\Fishing112_Fishing_x25404_y8643_vh.png
godark,0.8262,S1A_IW_GRDH_1SDV_20260216T203052_20260216T203117_063249_07F0FC_0C6E,525000777,KM.INTAN 61,SAR scene has MMSI but nearest AIS update is 50.51 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\038_godark_525000777_7_063249_07F0FC_0C6E.png,new\Patch_RGB\Fishing100_Fishing_x23646_y11002.png,new\Patch_RGB\Fishing100_Fishing_x23646_y11002_vh.png
godark,0.7838,S1A_IW_GRDH_1SDV_20260303T223329_20260303T223354_063469_07F964_12E5,525200126,MUNIC 9,SAR scene has MMSI but nearest AIS update is 46.44 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\039_godark_525200126_4_063469_07F964_12E5.png,new\Patch_RGB\Passenger_x5430_y17768_vv.png,new\Patch_RGB\Passenger_x5430_y17768_vh.png
godark,0.7831,S1A_IW_GRDH_1SDV_20260307T202245_20260307T202310_063526_07FB88_8E99,525005002,BARAKUDA 02,SAR scene has MMSI but nearest AIS update is 46.38 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\040_godark_525005002_0_063526_07FB88_8E99.png,new\Patch_RGB\Passenger_x18409_y7936_vv.png,new\Patch_RGB\Passenger_x18409_y7936_vh.png
godark,0.5762,S1A_IW_GRDH_1SDV_20260207T223056_20260207T223125_063119_07EC28_5F92,244620052,EENDRACHT,SAR scene has MMSI but nearest AIS update is 26.52 hours from scene time.,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\041_godark_244620052_5_063119_07EC28_5F92.png,new\Patch_RGB\Cargo_x3680_y12980.png,new\Patch_RGB\Cargo_x3680_y12980_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,219636000,NORD PALLADIUM,SAR-AIS distance 28.71 km with time gap 0.30 h; wide SAR-AIS distance 28.71 km with time gap 0.30 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\042_spoofing_219636000_3_063031_07E8E6_8878.png,new\Patch_RGB\Cargo_x5091_y5364.png,new\Patch_RGB\Cargo_x5091_y5364_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,538009229,NORDIC ORION,SAR-AIS distance 20.91 km with time gap 0.30 h; wide SAR-AIS distance 20.91 km with time gap 0.30 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\043_spoofing_538009229_3_063031_07E8E6_8878.png,new\Patch_RGB\Cargo_x5242_y9459.png,new\Patch_RGB\Cargo_x5242_y9459_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,636016676,HBIS,SAR-AIS distance 29.84 km with time gap 0.30 h; wide SAR-AIS distance 29.84 km with time gap 0.30 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\044_spoofing_636016676_3_063031_07E8E6_8878.png,new\Patch_RGB\Cargo_x5118_y7137.png,new\Patch_RGB\Cargo_x5118_y7137_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,636020749,BERGE NANGA PARBAT,SAR-AIS distance 23.52 km with time gap 0.30 h; wide SAR-AIS distance 23.52 km with time gap 0.30 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\045_spoofing_636020749_3_063031_07E8E6_8878.png,new\Patch_RGB\Cargo_x4802_y417.png,new\Patch_RGB\Cargo_x4802_y417_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,636020790,MSXT ECHO,SAR-AIS distance 22.17 km with time gap 0.30 h; wide SAR-AIS distance 22.17 km with time gap 0.30 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\046_spoofing_636020790_3_063031_07E8E6_8878.png,new\Patch_RGB\Cargo_x3293_y13222.png,new\Patch_RGB\Cargo_x3293_y13222_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214208_20260201T214233_063031_07E8E6_8878,636024874,PISCES HONOR,SAR-AIS distance 26.74 km with time gap 0.30 h; wide SAR-AIS distance 26.74 km with time gap 0.30 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\047_spoofing_636024874_3_063031_07E8E6_8878.png,new\Patch_RGB\Cargo_x4744_y5609.png,new\Patch_RGB\Cargo_x4744_y5609_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,229243000,FLAG SEAMAN,SAR-AIS distance 20.64 km with time gap 0.29 h; wide SAR-AIS distance 20.64 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\048_spoofing_229243000_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x6819_y2148.png,new\Patch_RGB\Cargo_x6819_y2148_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,232003534,BERGE RISHIRI,SAR-AIS distance 30.24 km with time gap 0.29 h; wide SAR-AIS distance 30.24 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\049_spoofing_232003534_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x2506_y13619.png,new\Patch_RGB\Cargo_x2506_y13619_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,477681300,HUI CHANG HAI,SAR-AIS distance 25.42 km with time gap 0.29 h; wide SAR-AIS distance 25.42 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\050_spoofing_477681300_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x3414_y16282.png,new\Patch_RGB\Cargo_x3414_y16282_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,538010970,HL TRUST,SAR-AIS distance 20.09 km with time gap 0.29 h; wide SAR-AIS distance 20.09 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\051_spoofing_538010970_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x4410_y1113.png,new\Patch_RGB\Cargo_x4410_y1113_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,563068200,CSK ZEPHYR,SAR-AIS distance 18.84 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\052_spoofing_563068200_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x3834_y10708.png,new\Patch_RGB\Cargo_x3834_y10708_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,636014577,SETY,SAR-AIS distance 32.64 km with time gap 0.29 h; wide SAR-AIS distance 32.64 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\053_spoofing_636014577_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x4248_y11905.png,new\Patch_RGB\Cargo_x4248_y11905_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,636018336,MOUNT GILBOA,SAR-AIS distance 25.24 km with time gap 0.29 h; wide SAR-AIS distance 25.24 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\054_spoofing_636018336_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x3017_y15193.png,new\Patch_RGB\Cargo_x3017_y15193_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214233_20260201T214258_063031_07E8E6_DE84,636022506,MOUNT ANETO,SAR-AIS distance 32.24 km with time gap 0.29 h; wide SAR-AIS distance 32.24 km with time gap 0.29 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\055_spoofing_636022506_8_063031_07E8E6_DE84.png,new\Patch_RGB\Cargo_x2905_y14224.png,new\Patch_RGB\Cargo_x2905_y14224_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214258_20260201T214323_063031_07E8E6_6469,356676000,KEY FRONTIER,SAR-AIS distance 20.16 km with time gap 0.28 h; wide SAR-AIS distance 20.16 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\056_spoofing_356676000_3_063031_07E8E6_6469.png,new\Patch_RGB\Cargo_x6241_y842.png,new\Patch_RGB\Cargo_x6241_y842_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214258_20260201T214323_063031_07E8E6_6469,413145000,XIN BEI LUN,SAR-AIS distance 34.04 km with time gap 0.28 h; wide SAR-AIS distance 34.04 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\057_spoofing_413145000_3_063031_07E8E6_6469.png,new\Patch_RGB\Cargo_x1649_y16810.png,new\Patch_RGB\Cargo_x1649_y16810_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214258_20260201T214323_063031_07E8E6_6469,477902200,MAGSENGER 9,SAR-AIS distance 20.66 km with time gap 0.28 h; wide SAR-AIS distance 20.66 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\058_spoofing_477902200_3_063031_07E8E6_6469.png,new\Patch_RGB\Cargo_x4590_y629.png,new\Patch_RGB\Cargo_x4590_y629_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214258_20260201T214323_063031_07E8E6_6469,636018975,,SAR-AIS distance 24.52 km with time gap 0.28 h; wide SAR-AIS distance 24.52 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\059_spoofing_636018975_3_063031_07E8E6_6469.png,new\Patch_RGB\Cargo_x3785_y10022.png,new\Patch_RGB\Cargo_x3785_y10022_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214323_20260201T214348_063031_07E8E6_F802,352980794,FIRST PENGUIN,SAR-AIS distance 20.74 km with time gap 0.28 h; wide SAR-AIS distance 20.74 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\060_spoofing_352980794_8_063031_07E8E6_F802.png,new\Patch_RGB\Cargo_x3464_y15266.png,new\Patch_RGB\Cargo_x3464_y15266_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214323_20260201T214348_063031_07E8E6_F802,354205000,CENTENNIAL HARMONY,SAR-AIS distance 19.97 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\061_spoofing_354205000_8_063031_07E8E6_F802.png,new\Patch_RGB\Cargo_x3428_y17073.png,new\Patch_RGB\Cargo_x3428_y17073_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214323_20260201T214348_063031_07E8E6_F802,563222400,SEA GEMINI,SAR-AIS distance 26.68 km with time gap 0.28 h; wide SAR-AIS distance 26.68 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\062_spoofing_563222400_8_063031_07E8E6_F802.png,new\Patch_RGB\Cargo_x5645_y2425.png,new\Patch_RGB\Cargo_x5645_y2425_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214323_20260201T214348_063031_07E8E6_F802,636015916,MAGDALENA OLDENDORFF,SAR-AIS distance 25.63 km with time gap 0.28 h; wide SAR-AIS distance 25.63 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\063_spoofing_636015916_8_063031_07E8E6_F802.png,new\Patch_RGB\Cargo_x5506_y7307.png,new\Patch_RGB\Cargo_x5506_y7307_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214323_20260201T214348_063031_07E8E6_F802,636020969,MOUNT LOGAN,SAR-AIS distance 19.03 km with time gap 0.28 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\064_spoofing_636020969_8_063031_07E8E6_F802.png,new\Patch_RGB\Cargo_x2293_y10873.png,new\Patch_RGB\Cargo_x2293_y10873_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,241106000,MARAN MARINER,SAR-AIS distance 26.58 km with time gap 0.27 h; wide SAR-AIS distance 26.58 km with time gap 0.27 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\065_spoofing_241106000_3_063031_07E8E6_AD4A.png,new\Patch_RGB\Cargo_x6867_y1999.png,new\Patch_RGB\Cargo_x6867_y1999_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,414145000,LAN HUA HAI,SAR-AIS distance 20.92 km with time gap 0.27 h; wide SAR-AIS distance 20.92 km with time gap 0.27 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\066_spoofing_414145000_3_063031_07E8E6_AD4A.png,new\Patch_RGB\Cargo_x1631_y11821.png,new\Patch_RGB\Cargo_x1631_y11821_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,525015383,KM DHARMA FERRY 3,SAR-AIS distance 61.60 km with time gap 0.73 h; wide SAR-AIS distance 61.60 km with time gap 0.73 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\067_spoofing_525015383_3_063031_07E8E6_AD4A.png,new\Patch_RGB\Passenger_x4791_y8850_vv.png,new\Patch_RGB\Passenger_x4791_y8850_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214348_20260201T214413_063031_07E8E6_AD4A,563053800,CSK ENTERPRISE,SAR-AIS distance 25.65 km with time gap 0.27 h; wide SAR-AIS distance 25.65 km with time gap 0.27 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\068_spoofing_563053800_3_063031_07E8E6_AD4A.png,new\Patch_RGB\Cargo_x5818_y783.png,new\Patch_RGB\Cargo_x5818_y783_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,525005054,KM. GUNUNG DEMPO,SAR-AIS distance 95.86 km with time gap 0.74 h; wide SAR-AIS distance 95.86 km with time gap 0.74 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\069_spoofing_525005054_8_063031_07E8E6_4D01.png,new\Patch_RGB\Passenger_x9737_y9475_vv.png,new\Patch_RGB\Passenger_x9737_y9475_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214413_20260201T214438_063031_07E8E6_4D01,525501836,SEA ROSE,SAR-AIS distance 20.52 km with time gap 0.26 h; wide SAR-AIS distance 20.52 km with time gap 0.26 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\070_spoofing_525501836_8_063031_07E8E6_4D01.png,new\Patch_RGB\Cargo_x11650_y9884.png,new\Patch_RGB\Cargo_x11650_y9884_vh.png
spoofing,1.0,S1A_IW_GRDH_1SDV_20260201T214503_20260201T214528_063031_07E8E6_83C5,525101091,SABUK NUSANTARA 79,SAR-AIS distance 143.08 km with time gap 0.25 h; wide SAR-AIS distance 143.08 km with time gap 0.25 h,KAPAL YG TERDETEKSI\SAR_SCENE_GALLERY_ALL\071_spoofing_525101091_8_063031_07E8E6_83C5.png,new\Patch_RGB\Passenger_x2209_y9234_vv.png,new\Patch_RGB\Passenger_x2209_y9234_vh.png
